# "Frame" "WignerSeitz.vacancy_count" "WignerSeitz.interstitial_count"
0 0 0 
1 0 0 
2 3 3 
3 0 0 
4 2 2 
5 2 2 
6 3 3 
7 3 3 
8 0 0 
9 3 3 
10 3 3 
11 5 5 
12 6 6 
13 4 4 
14 3 3 
15 0 0 
16 1 1 
17 4 4 
18 3 3 
19 1 1 
20 3 3 
21 2 2 
22 4 4 
23 0 0 
24 2 2 
25 3 3 
26 0 0 
27 0 0 
28 5 5 
29 2 2 
30 2 2 
31 0 0 
32 3 3 
33 1 1 
34 4 4 
35 3 3 
36 4 4 
37 3 3 
38 3 3 
39 3 3 
40 1 1 
41 3 3 
42 1 1 
43 2 2 
44 0 0 
45 4 4 
46 2 2 
47 0 0 
48 2 2 
49 1 1 
50 2 2 
