# "Frame" "WignerSeitz.vacancy_count" "WignerSeitz.interstitial_count"
0 0 0 
1 1 1 
2 0 0 
3 2 2 
4 2 2 
5 2 2 
6 2 2 
7 0 0 
8 1 1 
9 1 1 
10 1 1 
11 1 1 
12 2 2 
13 0 0 
14 1 1 
15 1 1 
16 1 1 
17 0 0 
18 2 2 
19 2 2 
20 0 0 
21 1 1 
22 2 2 
23 2 2 
24 0 0 
25 0 0 
26 0 0 
27 3 3 
28 0 0 
29 2 2 
30 1 1 
31 2 2 
32 1 1 
33 2 2 
34 2 2 
35 2 2 
36 0 0 
37 2 2 
38 2 2 
39 0 0 
40 0 0 
41 3 3 
42 1 1 
43 0 0 
44 3 3 
45 2 2 
46 1 1 
47 3 3 
48 1 1 
49 0 0 
50 2 2 
