# "Frame" "WignerSeitz.vacancy_count" "WignerSeitz.interstitial_count"
0 0 0 
1 0 0 
2 2 2 
3 0 0 
4 3 3 
5 3 3 
6 4 4 
7 3 3 
8 0 0 
9 3 3 
10 3 3 
11 2 2 
12 5 5 
13 5 5 
14 4 4 
15 0 0 
16 2 2 
17 2 2 
18 2 2 
19 3 3 
20 2 2 
21 4 4 
22 1 1 
23 0 0 
24 3 3 
25 3 3 
26 0 0 
27 0 0 
28 5 5 
29 3 3 
30 4 4 
31 0 0 
32 2 2 
33 3 3 
34 7 7 
35 2 2 
36 5 5 
37 4 4 
38 1 1 
39 3 3 
40 2 2 
41 2 2 
42 1 1 
43 0 0 
44 0 0 
45 4 4 
46 4 4 
47 0 0 
48 5 5 
49 2 2 
50 2 2 
