# "Frame" "WignerSeitz.vacancy_count" "WignerSeitz.interstitial_count"
0 0 0 
1 0 0 
2 7 7 
3 0 0 
4 7 7 
5 4 4 
6 3 3 
7 7 7 
8 0 0 
9 7 7 
10 7 7 
11 8 8 
12 5 5 
13 4 4 
14 3 3 
15 0 0 
16 6 6 
17 5 5 
18 7 7 
19 5 5 
20 5 5 
21 4 4 
22 8 8 
23 0 0 
24 9 9 
25 3 3 
26 0 0 
27 0 0 
28 1 1 
29 6 6 
30 6 6 
31 0 0 
32 6 6 
33 6 6 
34 7 7 
35 4 4 
36 6 6 
37 6 6 
38 8 8 
39 6 6 
40 6 6 
41 5 5 
42 8 8 
43 6 6 
44 0 0 
45 7 7 
46 9 9 
47 0 0 
48 7 7 
49 2 2 
50 8 8 
