# "Frame" "WignerSeitz.vacancy_count" "WignerSeitz.interstitial_count"
0 0 0 
1 2 2 
2 0 0 
3 5 5 
4 5 5 
5 4 4 
6 5 5 
7 0 0 
8 4 4 
9 5 5 
10 3 3 
11 3 3 
12 4 4 
13 0 0 
14 3 3 
15 2 2 
16 7 7 
17 0 0 
18 4 4 
19 6 6 
20 5 5 
21 2 2 
22 8 8 
23 2 2 
24 5 5 
25 0 0 
26 6 6 
27 5 5 
28 0 0 
29 3 3 
30 1 1 
31 0 0 
32 4 4 
33 3 3 
34 4 4 
35 3 3 
36 0 0 
37 7 7 
38 3 3 
39 0 0 
40 8 8 
41 4 4 
42 6 6 
43 0 0 
44 2 2 
45 3 3 
46 4 4 
47 6 6 
48 5 5 
49 6 6 
50 8 8 
