# "Frame" "WignerSeitz.vacancy_count" "WignerSeitz.interstitial_count"
0 0 0 
1 3 3 
2 0 0 
3 2 2 
4 2 2 
5 1 1 
6 3 3 
7 0 0 
8 3 3 
9 4 4 
10 2 2 
11 1 1 
12 3 3 
13 0 0 
14 1 1 
15 2 2 
16 2 2 
17 0 0 
18 4 4 
19 1 1 
20 2 2 
21 1 1 
22 1 1 
23 1 1 
24 0 0 
25 0 0 
26 2 2 
27 3 3 
28 0 0 
29 3 3 
30 2 2 
31 0 0 
32 3 3 
33 3 3 
34 4 4 
35 3 3 
36 0 0 
37 2 2 
38 1 1 
39 0 0 
40 0 0 
41 1 1 
42 3 3 
43 0 0 
44 2 2 
45 2 2 
46 2 2 
47 5 5 
48 2 2 
49 2 2 
50 1 1 
