# "Frame" "WignerSeitz.vacancy_count" "WignerSeitz.interstitial_count"
0 0 0 
1 8 8 
2 7 7 
3 0 0 
4 7 7 
5 5 5 
6 7 7 
7 4 4 
8 3 3 
9 7 7 
10 5 5 
11 9 9 
12 6 6 
13 0 0 
14 6 6 
15 6 6 
16 4 4 
17 5 5 
18 7 7 
19 0 0 
20 9 9 
21 5 5 
22 3 3 
23 4 4 
24 0 0 
25 0 0 
26 7 7 
27 3 3 
28 5 5 
29 4 4 
30 5 5 
31 7 7 
32 4 4 
33 11 11 
34 9 9 
35 7 7 
36 4 4 
37 5 5 
38 0 0 
39 8 8 
40 0 0 
41 8 8 
42 4 4 
43 9 9 
44 10 10 
45 8 8 
46 9 9 
47 4 4 
48 2 2 
49 5 5 
50 0 0 
