# "Frame" "WignerSeitz.vacancy_count" "WignerSeitz.interstitial_count"
0 0 0 
1 3 3 
2 2 2 
3 0 0 
4 1 1 
5 2 2 
6 0 0 
7 1 1 
8 1 1 
9 1 1 
10 1 1 
11 2 2 
12 1 1 
13 0 0 
14 0 0 
15 3 3 
16 1 1 
17 2 2 
18 1 1 
19 0 0 
20 1 1 
21 2 2 
22 1 1 
23 1 1 
24 0 0 
25 0 0 
26 1 1 
27 1 1 
28 2 2 
29 1 1 
30 3 3 
31 2 2 
32 3 3 
33 5 5 
34 2 2 
35 2 2 
36 4 4 
37 1 1 
38 0 0 
39 1 1 
40 0 0 
41 2 2 
42 2 2 
43 0 0 
44 1 1 
45 2 2 
46 2 2 
47 2 2 
48 1 1 
49 1 1 
50 0 0 
