# "Frame" "WignerSeitz.vacancy_count" "WignerSeitz.interstitial_count"
0 0 0 
1 0 0 
2 5 5 
3 0 0 
4 2 2 
5 3 3 
6 5 5 
7 4 4 
8 0 0 
9 5 5 
10 5 5 
11 5 5 
12 1 1 
13 3 3 
14 2 2 
15 0 0 
16 4 4 
17 1 1 
18 2 2 
19 5 5 
20 2 2 
21 3 3 
22 4 4 
23 0 0 
24 4 4 
25 2 2 
26 0 0 
27 0 0 
28 5 5 
29 4 4 
30 5 5 
31 0 0 
32 4 4 
33 4 4 
34 4 4 
35 4 4 
36 4 4 
37 4 4 
38 2 2 
39 7 7 
40 3 3 
41 3 3 
42 3 3 
43 4 4 
44 0 0 
45 2 2 
46 5 5 
47 0 0 
48 2 2 
49 4 4 
50 3 3 
